efforts,effort,努力；尝试,"He made a great effort to finish the project.","他付出了巨大的努力来完成这个项目。"
intact,intact,完好无损的,"The vase was found intact after the earthquake.","地震后花瓶被发现完好无损。"
supremely,supremely,至高无上地；极其,"He was supremely confident.","他极其自信。"
existence,existence,存在；生存,"The existence of aliens has not been proven.","外星人的存在尚未被证明。"
gratifying,gratify,令人满意的；可喜的,"It was gratifying to see his success.","看到他的成功是令人欣慰的。"
devoted,devote,忠诚的；投入的,"He is a devoted husband and father.","他是一个忠诚的丈夫和父亲。"
indeed,indeed,确实；的确,"It was a very good performance indeed.","这确实是一场非常好的表演。"
mindless,mindless,无意识的；无须思考的,"It was a mindless task that didn't require much thought.","这是一项不需要太多思考的无意识任务。"
particles,particle,粒子；微粒,"Dust particles were floating in the air.","灰尘微粒在空气中漂浮。"
tweezers,tweezers,镊子,"He used tweezers to pick up the small object.","他用镊子夹起那个小物体。"
impulse,impulse,冲动；推动力,"She bought the dress on impulse.","她一时冲动买下了这条裙子。"
fickle,fickle,变幻无常的；浮躁的,"The weather in this area is fickle.","这个地区的天气变幻无常。"
fleeting,fleeting,短暂的；转瞬即逝的,"He had a fleeting thought of quitting his job.","他有过一个短暂的辞职念头。"
modest,modest,谦虚的；适度的,"He has a modest house and a quiet life.","他有一栋普通的房子和安静的生活。"
flashes,flash,闪光；闪现,"Flashes of lightning lit up the sky.","闪电的光芒照亮了天空。"
thereabouts,thereabouts,在那附近；大约,"I'll be there at 8 o'clock or thereabouts.","我会在8点左右到那里。"
disassemble,disassemble,拆卸；分解,"He disassembled the engine to fix it.","他拆卸了发动机来修理它。"
rejoice,rejoice,高兴；欢庆,"We rejoiced at the news of their victory.","我们为他们胜利的消息而欢欣鼓舞。"
decidedly,decidedly,无疑地；坚决地,"He was decidedly against the idea.","他坚决反对这个想法。"
congenially,congenially,意气相投地；亲切地,"They chatted congenially for hours.","他们意气相投地聊了好几个小时。"
mundane,mundane,世俗的；普通的；乏味的,"The mundane details of daily life.","日常生活的琐事。"
hydrogen,hydrogen,氢,"Hydrogen is the lightest element.","氢是最轻的元素。"
calcium,calcium,钙,"Calcium is important for strong bones.","钙对骨骼强健很重要。"
sulphur,sulphur,硫磺,"Sulphur is a yellow non-metal.","硫磺是一种黄色的非金属。"
pharmacy,pharmacy,药店；药房,"I went to the pharmacy to get my medicine.","我去药店拿药。"
gassy,gassy,含气体的；多气的,"This drink is gassy.","这种饮料有气。"
swirling,swirl,旋转；涡旋,"The swirling mist obscured the view.","旋转的薄雾遮住了视线。"
nebulae,nebula,星云（nebula的复数）,"The Hubble telescope took pictures of distant nebulae.","哈勃望远镜拍摄了遥远星云的照片。"
agreeably,agreeably,令人愉快地；赞同地,"She smiled agreeably at his suggestion.","她赞同地笑了笑。"
numerous,numerous,许多的；大量的,"He has numerous friends.","他有许多朋友。"
particles,particle,粒子；微粒,"The particles of dust were too small to see.","灰尘微粒太小了，看不到。"
suggested,suggest,建议；暗示,"He suggested that we go out for dinner.","他建议我们出去吃晚饭。"
dismayingly,dismaying,令人沮丧地,"The results were dismayingly low.","结果低得令人沮丧。"
tenuous,tenuous,纤细的；脆弱的；不确定的,"He has a tenuous grasp of the facts.","他对事实的掌握很脆弱。"
extinguishing,extinguish,熄灭；消灭,"The fire department is extinguishing the fire.","消防队正在扑灭大火。"
affiliation,affiliation,隶属关系；联系,"He has no political affiliation.","他没有任何政治背景。"
repeatedly,repeatedly,反复地；重复地,"He repeatedly asked the same question.","他反复问同样的问题。"
protoplasmal,protoplasmal,原生质的,"The protoplasmal membrane surrounds the cell.","原生质膜包围着细胞。"
primordial,primordial,原始的；最初的,"The primordial soup is a theory about the origin of life.","原始汤是关于生命起源的理论。"
globule,globule,小球；小滴,"A globule of oil was floating on the water.","一滴油漂浮在水面上。"
sentient,sentient,有知觉的；有感情的,"Humans are sentient beings.","人类是有知觉的生物。"
mutate,mutate,突变；变异,"The virus is able to mutate rapidly.","这种病毒能够迅速变异。"
precisely,precisely,精确地；恰好地,"He arrived precisely at noon.","他恰好在中午到达。"
timely,timely,及时的；适时的,"The timely intervention saved his life.","及时的干预挽救了他的生命。"
exceedingly,exceedingly,非常地；极其,"The weather was exceedingly cold.","天气极其寒冷。"
abhorred,abhor,憎恶；痛恨,"He abhorred violence.","他憎恨暴力。"
doted,dote,溺爱；过分喜爱,"She doted on her grandchildren.","她溺爱她的孙子孙女。"
fins,fin,鳍,"Fish use their fins to swim.","鱼用它们的鳍来游泳。"
limbs,limb,肢体；树枝,"The ape swung from limb to limb.","猿在树枝间摇摆。"
jaunty,jaunty,快活的；自信的,"He walked with a jaunty step.","他迈着轻快的步伐。"
sails,sail,帆,"The boat's sails were full of wind.","船的帆上充满了风。"
flicked,flick,轻弹；快速移动,"He flicked the dust off his jacket.","他弹掉了夹克上的灰尘。"
sleek,sleek,光滑的；时髦的,"The sleek design of the car was appealing.","汽车光滑的设计很吸引人。"
imperatives,imperative,命令；必须做的事,"Learning to swim is a survival imperative.","学会游泳是生存的必要条件。"
algae,algae,藻类,"Algae grows in the pond.","池塘里长着藻类。"
lolling,loll,懒洋洋地躺着；下垂,"The dog was lolling on the grass.","狗懒洋洋地躺在草地上。"
walrus-like,walrus-like,海象般的,"He had a walrus-like mustache.","他有海象般的胡须。"
shore,shore,岸边；海岸,"We walked along the shore.","我们沿着岸边散步。"
disgorging,disgorge,吐出；倾泻,"The whale was disgorging water from its blowhole.","鲸鱼正在从它的喷水孔吐水。"
blowhole,blowhole,（鲸鱼等头顶的）喷水孔,"The whale surfaced and blew water from its blowhole.","鲸鱼浮出水面，从喷水孔喷出水。"
diving,dive,潜水；跳水,"He went diving in the ocean.","他去海洋潜水了。"
mouthful,mouthful,一口；满口,"She took a mouthful of food.","她吃了一口食物。"
attached,attach,附上；依恋,"He is very attached to his family.","他非常依恋他的家人。"
immemorial,immemorial,远古的；太古的,"The custom dates from time immemorial.","这个习俗起源于远古时代。"
favoured,favour,偏爱的；受青睐的,"He was the favoured candidate for the job.","他是这份工作的热门候选人。"
miraculously,miraculously,奇迹般地,"The lost child was miraculously found safe and sound.","失踪的孩子奇迹般地被发现安然无恙。"
ancestry,ancestry,祖先；血统,"He can trace his ancestry back to the 18th century.","他可以追溯他的祖先到18世纪。"
forebears,forebear,祖先,"Our forebears fought for our freedom.","我们的祖先为我们的自由而战。"
sufficiently,sufficiently,足够地；充分地,"He was not sufficiently prepared for the interview.","他为面试做的准备不够充分。"
circumstances,circumstance,情况；环境,"Under no circumstances should you open the door.","在任何情况下你都不能开门。"
squashed,squash,压扁；挤压,"The fruit was squashed in the bag.","水果在袋子里被压扁了。"
stuck,stick,卡住；被困住,"I am stuck in traffic.","我堵车了。"
untimely,untimely,不合时宜的；过早的,"His untimely death shocked everyone.","他英年早逝震惊了所有人。"
wounded,wound,受伤的,伤害，使受伤,"The wounded soldier was taken to the hospital.","受伤的士兵被送往医院。"
deflected,deflect,使偏斜；转移,"The shield deflected the arrow.","盾牌使箭偏离了方向。"
quest,quest,探索；追求,"The knights went on a quest for the Holy Grail.","骑士们踏上了寻找圣杯的探索之旅。"
delivering,deliver,递送；发表；交付,"He is delivering a speech.","他正在发表演讲。"
perpetuate,perpetuate,使…永存；使…继续,"The museum was built to perpetuate the memory of the soldiers.","建造这座博物馆是为了让士兵的记忆永存。"
hereditary,hereditary,世袭的；遗传的,"The disease is hereditary.","这种疾病是遗传的。"
astoundingly,astoundingly,令人震惊地；惊人地,"The results were astoundingly good.","结果好得令人震惊。"
briefly,briefly,简短地；短暂地,"He spoke briefly about his plans.","他简短地谈了他的计划。"
grimly,grimly,严峻地；冷酷地,"He grimly stared at the situation.","他严峻地审视着情况。"
hefty,hefty,重的；大的；可观的,"He received a hefty fine.","他收到了巨额罚款。"
illustration,illustration,插图；说明,"The book contains many illustrations.","这本书包含许多插图。"
captivated,captivate,迷住；吸引,"She was captivated by his charm.","她被他的魅力迷住了。"
cutaway,cutaway,"剖视图；（汽车车身）切开的，无顶的","The book has a cutaway illustration of the engine.","这本书有一个发动机的剖视图。"
withdrew,withdraw,撤回；取回,"He withdrew money from his bank account.","他从银行账户取了钱。"
wedge,wedge,楔子；楔入,"He wedged the door open.","他用楔子把门卡住。"
evidently,evidently,明显地；显然,"Evidently, she was not happy with the decision.","显然，她对这个决定不满意。"
transfixed,transfix,使…呆住；使…不动,"He was transfixed by the sight of the ghost.","他被鬼魂的景象吓呆了。"
suspect,suspect,怀疑；猜想,嫌疑犯,"The police suspect him of the crime.","警察怀疑他犯了罪。"
initial,initial,最初的；开始的,"The initial plan was to go to the beach.","最初的计划是去海滩。"
unsuspecting,unsuspecting,不怀疑的；无戒心的,"He approached the unsuspecting victim.","他走近毫无戒心的受害者。"
eastbound,eastbound,向东的,"The eastbound train is on track 3.","向东的火车在3号轨道上。"
motorists,motorist,汽车驾驶员,"Motorists should drive carefully in the rain.","司机们在雨天应该小心驾驶。"
plains,plain,平原,"The buffalo roamed the vast plains.","水牛在广阔的平原上漫游。"
plunging,plunge,投入；跳进；暴跌,"He was plunging into the water.","他正跳进水里。"
scholarly,scholarly,学术的；好学的,"She is a scholarly person.","她是一个好学的人。"
centre,centre,中心；中央,"The city centre is very busy.","市中心非常繁忙。"
sphere,sphere,球体；范围；领域,"The earth is a sphere.","地球是一个球体。"
nickel,nickel,镍；五分镍币,"The coin is made of nickel.","这枚硬币是镍做的。"
caption,caption,标题；说明文字,"The photograph had a caption underneath.","照片下面有一段说明文字。"
instant,instant,瞬间；立即,"He reacted in an instant.","他立即作出了反应。"
surgeons,surgeon,外科医生,"The surgeons performed a complex operation.","外科医生们进行了一次复杂的手术。"
plumbers,plumber,水管工,"The plumber fixed the leak in the sink.","水管工修好了水槽里的泄漏。"
arcane,arcane,神秘的；晦涩的,"He has an arcane knowledge of ancient languages.","他对古代语言有着神秘的知识。"
privileged,privileged,享有特权的；荣幸的,"He comes from a privileged background.","他来自一个享有特权的背景。"
conceive,conceive,构想；怀孕,"He conceived of a plan to escape.","他构想了一个逃跑的计划。"
penetrate,penetrate,穿透；渗透,"The nail penetrated the wood.","钉子穿透了木头。"
prompted,prompt,促使；提醒,"His question prompted a new discussion.","他的问题引发了一场新的讨论。"
forehead,forehead,前额,"He wiped the sweat from his forehead.","他擦了擦额头上的汗。"
altogether,altogether,完全地；总共,"The project was an altogether different matter.","这个项目是完全不同的事情。"
stirred,stir,搅拌；激起,"He stirred his coffee with a spoon.","他用勺子搅拌咖啡。"
enquiring,enquire,询问的；好奇的,"He gave an enquiring look.","他投来好奇的一瞥。"
interior,interior,内部；内地,"The interior of the house was very dark.","房子的内部很暗。"
melting,melt,融化；熔化,"The ice cream is melting.","冰淇淋正在融化。"
slump,slump,暴跌；萧条；萎靡,"The stock market is in a slump.","股票市场处于萧条状态。"
sinkhole,sinkhole,天坑；污水池,"A large sinkhole appeared in the middle of the road.","一个大天坑出现在马路中间。"
anticlines,anticline,背斜层,"The anticlines were visible in the rock formation.","在岩石层中可以看到背斜层。"
synclines,syncline,向斜层,"The synclines are folds in the rock.","向斜层是岩石中的褶皱。"
axial,axial,轴向的,"The axial force on the column was immense.","作用在柱子上的轴向力是巨大的。"
faults,fault,断层；缺点,"The earthquake was caused by a fault in the earth's crust.","地震是由地壳中的一个断层引起的。"
unfathomable,unfathomable,深不可测的；难以理解的,"The depths of the ocean are unfathomable.","海洋的深度是深不可测的。"
conspiracy,conspiracy,阴谋；共谋,"They were charged with conspiracy to commit murder.","他们被控密谋谋杀。"
dealt,deal,处理；交易,"He dealt with the problem calmly.","他冷静地处理了这个问题。"
strayed,stray,迷路；偏离,"The dog strayed from its owner.","狗从它的主人身边走失了。"
realm,realm,领域；王国,"The king ruled over the whole realm.","国王统治着整个王国。"
mildly,mildly,温和地；轻微地,"He was mildly surprised by the news.","他对这个消息感到轻微的惊讶。"
lucid,lucid,清晰的；明了的,"He gave a lucid explanation of the theory.","他对这个理论做出了清晰的解释。"
thrilling,thrill,令人兴奋的；毛骨悚然的,"It was a thrilling experience.","这是一次令人兴奋的经历。"
prose,prose,散文； prose,"He writes in clear and concise prose.","他写出的散文清晰简洁。"
jump out from a single station of the alphabet,jump out from a single station of the alphabet,字面上是“从字母表的一个站点跳出来”，比喻“突出、引人注目”,"His idea seemed to jump out from a single station of the alphabet.","他的想法似乎脱颖而出，令人耳目一新。"
notion,notion,观念；想法,"He has a strange notion about time travel.","他对时间旅行有一个奇怪的想法。"
formula,formula,公式；配方,"The formula for water is H2O.","水的化学式是H2O。"
amusingly,amusingly,有趣地；好笑地,"He told the story amusingly.","他有趣地讲述了这个故事。"
deluded,delude,欺骗的；被误导的,"He was deluded into thinking he was a great artist.","他被误导，以为自己是一位伟大的艺术家。"
chapters,chapter,章节,"The book has ten chapters.","这本书有十章。"
mull,mull,仔细考虑；加热，加香料,"He mulled over the decision for a long time.","他仔细考虑了这个决定很长时间。"
convinced,convince,相信的；确信的,"I am convinced that he is innocent.","我确信他是无辜的。"
dull,dull,乏味的；迟钝的,"The movie was very dull.","这部电影很无聊。"
needn’t,need not,不需要,"You needn't worry about it.","你不需要担心这件事。"
staring,stare,凝视；盯着看,"He was staring out of the window.","他正凝视着窗外。"
idly,idly,闲散地；漫无目的地,"He spent the afternoon idly wandering around the park.","他闲散地在公园里漫步了一下午。"
moonlit,moonlit,月光照耀的,"The moonlit path was beautiful.","月光照耀的小路很美。"
forcefulness,forceful,强有力；说服力,"The forcefulness of his argument was impressive.","他的论点的说服力令人印象深刻。"
planet,planet,行星,"Earth is a planet.","地球是一颗行星。"
faintest,faint,最微弱的；最模糊的,"He didn't have the faintest idea what to do.","他一点也不知道该怎么做。"
salinity,salinity,盐度,"The salinity of the ocean is high.","海洋的盐度很高。"
audibly,audibly,可听见地；听得见地,"He sighed audibly.","他发出了清晰可闻的叹息声。"
merest,mere,最微小的；最少的,"The merest touch of a hand was enough to scare him.","哪怕只是最轻微的触碰都足以吓到他。"
sliver,sliver,碎片；细片,"A sliver of glass was stuck in my finger.","一块玻璃碎片卡在我的手指里。"
proton,proton,质子,"A proton is a subatomic particle.","质子是一种亚原子粒子。"
protein,protein,蛋白质,"Meat is a good source of protein.","肉是很好的蛋白质来源。"
quasar,quasar,类星体,"A quasar is a very distant and energetic object.","类星体是一个非常遥远且高能的物体。"
gripped,grip,抓住；吸引住,"He was gripped by a sudden fear.","他被突如其来的恐惧抓住。"
unwonted,unwonted,不寻常的；不习惯的,"He felt an unwonted sense of happiness.","他感到一种不寻常的幸福感。"
insistent,insistent,坚持的；强求的,"He was insistent that she come with him.","他坚持要她和他一起去。"
urge,urge,冲动；强烈愿望,"He felt an urge to travel.","他感到一种去旅行的冲动。"
figured,figure,认为；计算；弄懂,"I figured out the answer.","我弄懂了答案。"
reflection,reflection,反射；反映；沉思,"The reflection of the moon was in the water.","月亮的倒影在水里。"
races,race,种族；赛跑,"The human race is diverse.","人类种族是多样的。"
portion,portion,部分；一份,"He ate a large portion of cake.","他吃了一大块蛋糕。"
saintly,saintly,圣洁的；神圣的,"She has a saintly patience.","她有圣人般的耐心。"
outstandingly,outstanding,杰出地；显著地,"He performed outstandingly in the exam.","他在考试中表现出色。"
demanding,demand,要求高的；苛求的,"It's a very demanding job.","这是一份要求很高的工作。"
superficial,superficial,肤浅的；表面的,"His knowledge of the subject is superficial.","他对这个主题的知识是肤浅的。"
Milky,Milky,牛奶般的；银河的,"The Milky Way is our galaxy.","银河系是我们的星系。"
cosy,cosy,舒适的；惬意的,"The room was small but cosy.","这个房间很小但很舒适。"
illustration,illustration,插图；说明,"The book has a beautiful illustration on the cover.","这本书的封面上有一张漂亮的插图。"
grasp,grasp,抓住；理解,"He has a good grasp of the situation.","他对情况有很好的掌握。"
tiny,tiny,极小的；微小的,"There was a tiny insect on the leaf.","叶子上有一只微小的昆虫。"
spatially,spatial,空间上,"The objects are arranged spatially.","这些物体在空间上排列。"
unassuming,unassuming,谦逊的；不装腔作势的,"He is an unassuming man.","他是一个谦逊的人。"
infinitesimal,infinitesimal,极微小的；无穷小的,"The difference was infinitesimal.","差异是极微小的。"
insubstantial,insubstantial,不坚固的；无实质的,"The old building was insubstantial.","那栋旧楼不坚固。"
dib,dib,（俚语）钱,"He has plenty of dibs.","他有很多钱。"
exceedingly,exceeding,非常地；极其,"The weather was exceedingly cold.","天气极其寒冷。"
shrinking,shrink,收缩；萎缩,"The company's profits are shrinking.","公司的利润正在萎缩。"
enormous,enormous,巨大的；庞大的,"The building is enormous.","这栋楼是巨大的。"
ounce,ounce,盎司；少量,"He didn't have an ounce of sense.","他一点理智都没有。"
inflationary,inflationary,通货膨胀的,"The country is facing inflationary pressures.","这个国家正面临通货膨胀的压力。"
instead,instead,代替；反而,"I'll have tea instead of coffee.","我要喝茶而不是咖啡。"
gather,gather,收集；聚集,"We gathered some information.","我们收集了一些信息。"
mote,mote,微粒；尘埃,"A tiny mote of dust was floating in the air.","一粒微小的尘埃在空气中漂浮。"
particle,particle,粒子；微粒,"The particle is too small to see.","这个粒子太小了，看不到。"
creation,creation,创造；创作,"The creation of the universe is a mystery.","宇宙的创造是一个谜。"
compact,compact,紧凑的；密实的,合同,"The car is very compact.","这辆车非常紧凑。"
singularity,singularity,奇点；独特性,"The theory of a Big Bang singularity.","大爆炸奇点理论。"
spectacle,spectacle,景象；奇观,"The sunset was a beautiful spectacle.","日落是一个美丽的景象。"
spreading,spread,传播；蔓延,"The fire is spreading rapidly.","火势正在迅速蔓延。"
emptiness,empty,空虚；空无,"He felt a sense of emptiness after she left.","她离开后他感到一种空虚感。"
visualize,visualize,想象；设想,"He tried to visualize the future.","他试图设想未来。"
pregnant,pregnant,怀孕的；充满…的,"She is six months pregnant.","她怀孕六个月了。"
boundless,boundless,无限的；无尽的,"The boundless ocean stretched out before us.","无边无际的海洋在我们面前展开。"
occupy,occupy,占据；占用,"The new company will occupy the whole building.","新公司将占据整栋楼。"
popped,pop,弹出；发出爆裂声,"The balloon popped.","气球爆了。"
quietly,quiet,安静地；悄悄地,"He quietly left the room.","他悄悄地离开了房间。"


Appliances

Refrigerator
Oven
Blender
Kettle
Utensils
Mug
Ladle
Pot
Spatula
Pasta
Jar
Foil
Plastic wrap
Sink
Faucet
Countertop
Pantry
Apron
Sponge
Furniture
Armchair
Bookshelf
Ottoman
Decor
Mattress
frame
Cushion
Blanket
Rug
Curtain
Lamp
Vase
Wardrobe

Duvet
Quilt
Pillowcase
Skirt
Essentials
Sink
Faucet
Toothpaste
Shelf
Scale
Vacuum cleaner
Broom
Dustpan
Mop
Bucket
Dusting cloth
Detergent
Bleach
Dryer
Clothesline
Repairs
Screwdriver
Hammer
Screw
Tape measure
Wrench
Furniture
Appliance
Outlet
Sweep
Mop
Bistro
Deli
Buffet
Bakery
Sous Chef
Bartender
Busser
Sommelier
Lobby
Host Stand
Cash Register
Booth
Placemat
Utensil Holder
Condiment Station
Coat Check
Patio / Terrace
Fryer
Freezer
Spatula
Whisk
Tongs
Ladle
Colander
Appetizer / Starter
Main Course / Entree
Vegetarian
Gluten-Free
Allergens
Poultry
Lamb
Shellfish
Herbs
Dairy
Cappuccino
Draft Beer
Dine-in
Mild
Course
Portion
Flavor
Chewy
Crispy
Sour
Savory
Overcooked
Rare
Gratuity
Inventory
Overhead
Profit
Revenue
Inspection
Franchise
concept
Shift
Roast
Saute
Braise
Stew
Simmer
Blanch
Broil
Poach
Marinate
Dice
Grate
Knead
Garnish
Vinegar
Ketchup
Mustard
Rosemary
Thyme
Nutmeg
Paprika
Cumin
Flavorful
Mouthwatering
Fresh
Spacious
Hectic
Tidy
Complaint
Compliment
Survey
Tip Jar
Salt shaker
Signature dish
Greeter
Line cook
Catering
Table turnover
Stockpot
Spatula
Grater
Oven mitts
Apron
extinguisher
Coupon
A la carte
Leftovers
Snore
Undress
Stretch
Yawn
Comb
Hop
Crawl
March
Squat
Shrug
Wink
Frown
Pat
Rub
Scratch
Gulp
Arrange
Stack
Rinse
Wring
Collaborate

Shave
Lotion
Braid
Transportation
Commute
Mow
Rake
Pet
Cocktail
Mocktail
Delivery
Catering
Peel
Stir
Whisk
Greet

adjective
verb
pronoun
noun
Intransitive verb

clause

perfume

wore

allure
bakery
podcast
gloss
lip
shrubs
stunning
compliment
presentable
dressed to kill 
social gathering
upcoming
wedding
mature
comfort
invulnerable
narcissist
fastive
milestone
gathering
engaging
bibliophile
fictions
journal
merry go round 
minor















































chief executive officer 
voucher
farewell party
the busy season was starting soon
invoice
ought to do
had better do
sluggish
come up with
proposals
facility
look up to
put off
courtesy
Survey
be caught in
promptly
clerk
merger
embark on
dealt
clearance
whether
conduct
so...  as to do

merger
mutual
explicit
on account of
garment
adjacent
rental
facility
fasten
advisory


